test_name,marker_type,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps,mean_apparent_diameter_px,mean_ellipse_a_px,mean_ellipse_b_px,fx_px,fy_px,cx_px,cy_px,elapsed_script_time_s
cctag_dist_1.0m_angle_0deg,cctag_3rings_distance_only,1.0,0.096,0,500,489,97.8,489,97.8,489,11,0.9864912089609091,0.9875456942220077,1.3508791039090848,1.2454305777992314,0.036662258371853815,0.036796357242379285,,165.78,,165.78,6.032090722644469,91.05852474437629,45.46971206543967,45.58881022494888,935.7127266450516,940.6019717317382,319.11336582438344,217.66405844998107,107.2092082260001
