test_name,marker_type,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps,mean_apparent_diameter_px,mean_ellipse_a_px,mean_ellipse_b_px,fx_px,fy_px,cx_px,cy_px,elapsed_script_time_s
cctag_dist_2.0m_angle_0deg,cctag_3rings_distance_only,2.0,0.096,0,500,489,97.8,489,97.8,489,11,1.9527133875720049,1.9529543881033338,4.728661242799516,4.704561189666609,0.16521784777327703,0.16518133898184625,,78.92,,78.92,12.671059300557527,46.001879550102245,22.956721676891615,23.045160327198364,935.7127266450516,940.6019717317382,319.11336582438344,217.66405844998107,63.06620990600004
