test_name,marker_type,stag_library_hd,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps
stag_dist_2.0m_angle_0deg,stag,21,2.0,0.097,,500,480,96.0,480,96.0,480,0,1.9454184222303346,1.9472666114439987,5.458157776966545,5.273338855600149,1.1854781223489175,1.186567003714447,0.3168101598042995,9.31928663600047,12.996630620858696,22.75470044800386,43.94696393763005
