test_name,marker_type,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps
chilitag_dist_1.5m_angle_0deg,chilitag,1.5,0.097,0,500,489,97.8,489,97.8,489,0,1.4964886599132887,1.4968210884336082,0.3511340086711336,0.31789115663918377,0.06175453547299538,0.061777302793402225,0.07017892651671281,3.277275575983367,32.2996360940892,36.825665643982575,27.15497418750401
