test_name,marker_type,stag_library_hd,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps
stag_dist_0.5m_angle_0deg,stag,21,0.5,0.097,,500,479,95.8,479,95.8,479,0,0.4943629805211127,0.49501231478030394,0.5637019478887328,0.4987685219696088,0.01937920516623549,0.019407770354631725,0.34949931402793755,8.688382142014234,10.855637100205879,20.07677187999434,49.808804222976605
