test_name,marker_type,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps,mean_apparent_diameter_px,mean_ellipse_a_px,mean_ellipse_b_px,fx_px,fy_px,cx_px,cy_px,elapsed_script_time_s
cctag_dist_1.5m_angle_0deg,cctag_3rings_distance_only,1.5,0.096,0,500,489,97.8,489,97.8,489,11,1.475604335873375,1.4758907213367916,2.4395664126624994,2.4109278663208467,0.03749105304457077,0.03750367278648981,,83.7,,83.7,11.947431302270012,60.87568691206544,30.34173619631902,30.533950511247443,935.7127266450516,940.6019717317382,319.11336582438344,217.66405844998107,65.06838137900013
