frame,detected,pose_success,marker_id,status,real_distance_m,real_cctag_diameter_m,center_x_px,center_y_px,ellipse_a_px,ellipse_b_px,ellipse_angle_rad,apparent_diameter_px,estimated_x_m,estimated_y_m,estimated_z_m,estimated_distance_m,z_error_m,distance_error_m,reprojection_error_px,candidate_count,total_time_ms
48,1,1,0,1,0.5,0.096,313.161,264.002,91.3921,91.6496,1.17667,183.042,-0.0031218360766425727,0.024176524535376095,0.4907530608162332,0.49135813507013454,0.00924693918376679,0.008641864929865462,,1,440.0
49,1,1,0,1,0.5,0.096,313.122,264.107,91.3277,91.5935,1.49873,182.921,-0.0031443689851947485,0.024247336326647988,0.49107768795231255,0.4916859932719677,0.008922312047687453,0.008314006728032286,,1,380.0
50,1,1,0,1,0.5,0.096,313.114,264.126,91.3747,91.6256,1.05766,183.0,-0.003147208301315914,0.024246784300887735,0.49086569266625657,0.49147425131511163,0.00913430733374343,0.008525748684888368,,1,300.0
51,1,1,0,1,0.5,0.096,313.049,264.065,91.3793,91.5912,1.3916,182.97,-0.0031818282731639726,0.024218920951663052,0.4909461756458707,0.4915534839104784,0.009053824354129325,0.008446516089521627,,1,360.0
52,1,1,0,1,0.5,0.096,313.121,264.12,91.3703,91.6289,1.24957,182.999,-0.003143553348055518,0.024243785600511648,0.4908683750071036,0.4914767590130892,0.009131624992896381,0.008523240986910818,,1,280.0
53,1,1,0,1,0.5,0.096,313.184,264.093,91.3307,91.6516,1.08368,182.982,-0.0031107929694768194,0.02423194628058013,0.49091397928717007,0.49152151459830107,0.009086020712829934,0.008478485401698932,,1,330.0
54,1,1,0,1,0.5,0.096,313.223,264.267,91.3498,91.6444,1.20192,182.994,-0.0030901292891614405,0.024321164447968124,0.4908817871510812,0.4914936387134306,0.009118212848918783,0.008506361286569397,,1,520.0
55,1,1,0,1,0.5,0.096,313.16,264.076,91.3628,91.7423,1.29347,183.105,-0.003121286251827135,0.024206801984884296,0.4905842099228583,0.49119097988036825,0.009415790077141717,0.00880902011963175,,1,380.0
56,1,1,0,1,0.5,0.096,313.369,263.805,90.8934,91.6184,1.90318,182.512,-0.0030214951298588983,0.024143649231286944,0.4921781677803375,0.49277925491099284,0.007821832219662483,0.007220745089007163,,1,240.0
57,1,1,0,1,0.5,0.096,313.291,264.066,91.4003,91.6269,1.3527,183.027,-0.003053905266112706,0.02421190025252116,0.49079328054289784,0.49139962014359767,0.009206719457102164,0.00860037985640233,,1,240.0
58,1,1,0,1,0.5,0.096,313.279,264.055,91.3851,91.6461,1.21065,183.031,-0.003060132541158657,0.024205631595750145,0.4907825546378753,0.4913886373828741,0.00921744536212471,0.008611362617125917,,1,470.0
59,1,1,0,1,0.5,0.096,313.526,264.334,91.4,91.6495,1.21106,183.049,-0.002930292539925424,0.02434881224963029,0.4907342938662596,0.4913467191798005,0.009265706133740392,0.008653280820199505,,1,360.0
60,1,1,0,1,0.5,0.096,313.142,264.036,91.3735,91.7934,1.36067,183.167,-0.003129663744783778,0.02417775274883609,0.4904181526034982,0.491023749859584,0.009581847396501808,0.008976250140415976,,1,340.0
61,1,1,0,1,0.5,0.096,313.142,264.131,91.3931,91.6791,1.19587,183.072,-0.0031312877946426012,0.02423985662484966,0.4906726411353181,0.4912809953286966,0.00932735886468189,0.008719004671303376,,1,470.0
62,1,1,0,1,0.5,0.096,313.228,264.169,91.3967,91.6394,1.07444,183.036,-0.0030867977837190992,0.02426445109014536,0.4907691479158469,0.49137831500108964,0.009230852084153085,0.008621684998910362,,1,430.0
63,1,1,0,1,0.5,0.096,313.32,264.069,91.2279,91.6253,1.66725,182.853,-0.0030415859687334115,0.024236506759503028,0.4912603116050869,0.4918672110066249,0.008739688394913125,0.008132788993375106,,1,320.0
64,1,1,0,1,0.5,0.096,313.214,264.086,91.3635,91.6497,1.2519,183.013,-0.0030945294549611776,0.024224188923007012,0.4908308249027389,0.49143797789367916,0.009169175097261117,0.008562022106320843,,1,380.0
65,1,1,0,1,0.5,0.096,313.519,264.358,91.3965,91.6565,1.20406,183.053,-0.0029338995763019964,0.024360801283236443,0.4907235705392698,0.4913366250226975,0.009276429460730207,0.008663374977302518,,1,230.0
66,1,1,0,1,0.5,0.096,313.243,264.056,91.3863,91.6536,1.15071,183.04,-0.0030788631946067004,0.02420496316430369,0.49075842306558654,0.49136461965650075,0.009241576934413465,0.008635380343499255,,1,450.0
67,1,1,0,1,0.5,0.096,313.47,264.343,91.38,91.6865,1.226,183.066,-0.0029593868830957533,0.024351246230398957,0.4906887229628929,0.49130150010625045,0.009311277037107102,0.008698499893749545,,1,320.0
68,1,1,0,1,0.5,0.096,313.243,264.146,91.4049,91.6468,1.17326,183.052,-0.003078661359290313,0.024250330763447257,0.4907262513270817,0.4913347234212456,0.009273748672918303,0.008665276578754377,,1,380.0
69,1,1,0,1,0.5,0.096,313.227,264.084,91.3873,91.666,1.10247,183.053,-0.0030870355533141342,0.0242178521268784,0.4907235705392698,0.4913304965427614,0.009276429460730207,0.008669503457238603,,1,340.0
70,1,1,0,1,0.5,0.096,313.22,264.093,91.127,91.6194,1.76527,182.746,-0.003095898783780806,0.02426323965675371,0.49154795047730154,0.49215615103984645,0.008452049522698457,0.007843848960153554,,1,280.0
71,1,1,0,1,0.5,0.096,313.258,264.213,91.4064,91.6643,1.16638,183.071,-0.0030704760401200175,0.024282765229892464,0.49067532136670994,0.4912854073841875,0.009324678633290062,0.008714592615812478,,1,230.0
72,1,1,0,1,0.5,0.096,313.141,264.229,91.399,91.6209,1.08129,183.02,-0.0031327019950869194,0.02429788071948481,0.4908120520048353,0.4914231081486151,0.009187947995164703,0.008576891851384882,,1,280.0
73,1,1,0,1,0.5,0.096,313.555,264.396,91.4002,91.6637,1.19233,183.064,-0.002914844639802524,0.024379161358932665,0.4906940838063462,0.4913079723659983,0.009305916193653785,0.008692027634001676,,1,390.0
74,1,1,0,1,0.5,0.096,313.468,264.374,91.3969,91.6705,1.19084,183.067,-0.0029604195138436097,0.02436728505508231,0.4906860425850915,0.49129962451896075,0.00931395741490848,0.008700375481039246,,1,330.0
75,1,1,0,1,0.5,0.096,313.147,264.104,91.3968,91.6344,1.21161,183.031,-0.003129366714604688,0.02423119856870999,0.4907825546378753,0.49139033349974415,0.00921744536212471,0.008609666500255853,,1,240.0
76,1,1,0,1,0.5,0.096,313.261,264.234,91.4098,91.6507,1.10474,183.061,-0.0030690705237096244,0.024295047193242318,0.49070212529115953,0.49131277642379934,0.00929787470884047,0.008687223576200664,,1,410.0
77,1,1,0,1,0.5,0.096,313.069,264.157,91.3502,91.977,1.46156,183.327,-0.0031651590826272634,0.02421968426814922,0.48999013652067047,0.4905985581161164,0.010009863479329528,0.009401441883883588,,1,240.0
78,1,1,0,1,0.5,0.096,313.45,264.328,91.3884,91.6822,1.20195,183.071,-0.0029697937911564963,0.024342756239536276,0.49067532136670994,0.4912877572816399,0.009324678633290062,0.008712242718360075,,1,350.0
79,1,1,0,1,0.5,0.096,313.216,264.195,91.4247,91.6514,1.18139,183.076,-0.0030924158226136094,0.024272712401070384,0.49066192050255064,0.4912716639845783,0.009338079497449359,0.008728336015421723,,1,270.0
80,1,1,0,1,0.5,0.096,313.329,264.192,91.4056,91.6521,1.21717,183.058,-0.003033459991591786,0.02427353403053212,0.4907101670395446,0.4913195237010532,0.00928983296045538,0.008680476298946804,,1,370.0
81,1,1,0,1,0.5,0.096,313.519,264.375,91.4058,91.6658,1.18036,183.072,-0.002933595083578097,0.02436714120221091,0.4906726411353181,0.49128607176388744,0.00932735886468189,0.008713928236112556,,1,340.0
82,1,1,0,1,0.5,0.096,313.512,264.381,91.4091,91.6567,1.22371,183.066,-0.002937362039596702,0.024371069888049005,0.4906887229628929,0.4913023508860857,0.009311277037107102,0.008697649113914296,,1,330.0
83,1,1,0,1,0.5,0.096,313.196,264.191,91.4319,91.6434,1.10757,183.075,-0.003102920219258814,0.0242707583862829,0.4906646006168235,0.49127431046717607,0.009335399383176513,0.008725689532823933,,1,290.0
84,1,1,0,1,0.5,0.096,313.34,264.002,91.3877,91.6207,1.04068,183.008,-0.0030285185300140557,0.02418101615232291,0.4908442349947814,0.491448834055243,0.009155765005218586,0.008551165944757022,,1,500.0
85,1,1,0,1,0.5,0.096,313.467,264.357,91.3845,91.6756,1.19895,183.06,-0.0029610571350421246,0.024359348062426955,0.4907048058446682,0.491317974611592,0.00929519415533181,0.00868202538840801,,1,310.0
86,1,1,0,1,0.5,0.096,313.225,264.157,91.3758,91.6549,1.29944,183.031,-0.0030884556121138365,0.02425885264150331,0.4907825546378753,0.4913914391057594,0.00921744536212471,0.008608560894240613,,1,270.0
87,1,1,0,1,0.5,0.096,313.175,264.14,91.3921,91.6701,1.17915,183.062,-0.003114153233007444,0.024245875937967013,0.4906994447669366,0.4913079538791712,0.00930055523306339,0.0086920461208288,,1,300.0
88,1,1,0,1,0.5,0.096,313.225,263.991,91.3985,91.6286,1.05105,183.027,-0.0030885231093817182,0.02417276627540123,0.49079328054289784,0.4913979098759599,0.009206719457102164,0.008602090124040118,,1,360.0
89,1,1,0,1,0.5,0.096,313.142,264.105,91.3375,91.8636,1.43057,183.201,-0.003129082915163183,0.02420923469971216,0.4903271366309407,0.4909343939075087,0.009672863369059315,0.009065606092491296,,1,320.0
90,1,1,0,1,0.5,0.096,313.585,264.294,91.3993,91.665,1.22599,183.064,-0.0028991124368571205,0.024325949907061994,0.4906940838063462,0.4913052417533849,0.009305916193653785,0.008694758246615086,,1,380.0
91,1,1,0,1,0.5,0.096,313.293,264.228,91.4189,91.6412,1.13306,183.06,-0.0030523059059369023,0.024292049755750618,0.4907048058446682,0.4913152009980281,0.00929519415533181,0.008684799001971888,,1,260.0
92,1,1,0,1,0.5,0.096,313.332,264.144,91.4007,91.6488,1.16838,183.05,-0.003032019225024914,0.0242495522803919,0.4907316129905761,0.4913397499843799,0.009268387009423895,0.008660250015620097,,1,600.0
93,1,1,0,1,0.5,0.096,313.331,264.072,91.3987,91.6628,1.12341,183.061,-0.0030323614485925905,0.024210533502344134,0.49070212529115953,0.491308376596292,0.00929787470884047,0.008691623403707993,,1,370.0
94,1,1,0,1,0.5,0.096,313.218,264.153,91.3922,91.7207,1.21094,183.113,-0.003090742433037568,0.024245903097308102,0.490562776853227,0.49117130875056253,0.009437223146772977,0.00882869124943747,,1,620.0
95,1,1,0,1,0.5,0.096,313.254,264.171,91.439,91.6365,1.09371,183.076,-0.0030724896717254477,0.02426019288011894,0.49066192050255064,0.49127092055465155,0.009338079497449359,0.008729079445348453,,1,400.0
96,1,1,0,1,0.5,0.096,313.379,264.252,91.3862,91.7407,1.23946,183.127,-0.0030061057033687446,0.024295678147435464,0.4905252734873883,0.4911357862933841,0.00947472651261172,0.008864213706615887,,1,380.0
97,1,1,0,1,0.5,0.096,313.433,264.275,91.3895,91.6797,1.14414,183.069,-0.0029787409072033534,0.024315373847733437,0.490680681917337,0.49129180932477406,0.009319318082663008,0.008708190675225935,,1,300.0
98,1,1,0,1,0.5,0.096,313.268,264.268,91.4176,91.6279,1.12878,183.045,-0.003065667563390492,0.024314909819901562,0.49074501766191353,0.49135657675170175,0.00925498233808647,0.008643423248298254,,1,300.0
99,1,1,0,1,0.5,0.096,313.624,264.367,91.4083,91.6855,1.22449,183.094,-0.00287818890373692,0.024360040559668377,0.49061368345180595,0.4912265077717031,0.009386316548194051,0.008773492228296875,,1,270.0
100,1,1,0,1,0.5,0.096,313.266,264.095,91.4341,91.647,1.03107,183.081,-0.003066113464208782,0.02421988625962237,0.490648520370355,0.4912555083495992,0.009351479629644999,0.00874449165040081,,1,280.0
101,1,1,0,1,0.5,0.096,313.262,264.171,91.4377,91.64,1.10402,183.078,-0.003068261173602562,0.02425992785436074,0.4906565603618401,0.4912655275431406,0.009343439638159923,0.008734472456859377,,1,250.0
102,1,1,0,1,0.5,0.096,313.249,264.132,91.4176,91.6291,1.20705,183.047,-0.003075598721316425,0.024243688959758338,0.49073965570550165,0.4913477642605351,0.009260344294498346,0.008652235739464886,,1,340.0
103,1,1,0,1,0.5,0.096,313.228,264.138,91.4186,91.6616,1.10708,183.08,-0.003086055927140097,0.024242448869190015,0.49065120033823983,0.49125942277142765,0.009348799661760165,0.008740577228572355,,1,450.0
104,1,1,0,1,0.5,0.096,313.293,264.058,91.4151,91.65,1.22886,183.065,-0.0030522225392118057,0.02420270100553878,0.49069140336997763,0.49129740497949964,0.00930859663002237,0.008702595020500359,,1,340.0
105,1,1,0,1,0.5,0.096,313.281,264.111,91.399,91.709,1.25306,183.108,-0.0030577971423466437,0.024224659830135168,0.4905761723022749,0.49118343324872105,0.009423827697725096,0.008816566751278954,,1,390.0
106,1,1,0,1,0.5,0.096,313.358,264.159,91.4146,91.6211,1.05786,183.036,-0.0030186144755174364,0.024259233483095142,0.4907691479158469,0.4913776337895179,0.009230852084153085,0.008622366210482124,,1,370.0
107,1,1,0,1,0.5,0.096,313.246,264.12,91.4205,91.6577,1.16561,183.078,-0.0030766510402168022,0.024233324162968962,0.4906565603618401,0.4912642669762608,0.009343439638159923,0.0087357330237392,,1,280.0
108,1,1,0,1,0.5,0.096,313.162,264.16,91.4198,91.6904,1.19965,183.11,-0.0031201524719611817,0.024249951181280156,0.49057081403486946,0.4911797217583165,0.009429185965130538,0.008820278241683521,,1,350.0
109,1,1,0,1,0.5,0.096,313.26,264.096,91.4084,91.6619,1.12861,183.07,-0.0030694440331065207,0.024221863206917167,0.49067800162738273,0.4912850714452138,0.009321998372617268,0.008714928554786228,,1,370.0
110,1,1,0,1,0.5,0.096,313.333,264.126,91.424,91.6476,1.1299,183.072,-0.003031130479487892,0.024237248334329966,0.4906726411353181,0.4912802384764854,0.00932735886468189,0.008719761523514613,,1,280.0
111,1,1,0,1,0.5,0.096,313.225,264.294,91.4166,91.6904,1.2271,183.107,-0.0030871737243295325,0.02432023731362753,0.4905788514798722,0.49119101590308617,0.00942114852012782,0.00880898409691383,,1,290.0
112,1,1,0,1,0.5,0.096,313.227,264.073,91.4019,91.64,1.33006,183.042,-0.0030872210702506107,0.024213568331120844,0.4907530608162332,0.49135974044050856,0.00924693918376679,0.008640259559491437,,1,340.0
113,1,1,0,1,0.5,0.096,313.344,264.093,91.3866,91.6156,1.20892,183.002,-0.0030265194868952824,0.02422929800938303,0.4908603280725071,0.49146727294671555,0.009139671927492876,0.00853272705328445,,1,470.0
114,1,1,0,1,0.5,0.096,313.249,264.255,91.4219,91.6436,1.14571,183.065,-0.0030752963108229736,0.02430547158158373,0.49069140336997763,0.49130262235958055,0.00930859663002237,0.008697377640419446,,1,520.0
115,1,1,0,1,0.5,0.096,313.303,264.15,91.4151,91.6668,1.19305,183.082,-0.003046695574337238,0.02424844359838849,0.4906458404317462,0.4912541196812923,0.009354159568253806,0.00874588031870771,,1,410.0
116,1,1,0,1,0.5,0.096,313.328,264.108,91.4225,91.6462,1.10555,183.069,-0.003033802113633725,0.024228255516767883,0.490680681917337,0.4912878422345838,0.009319318082663008,0.008712157765416173,,1,500.0
117,1,1,0,1,0.5,0.096,313.544,264.4,91.4278,91.677,1.21815,183.105,-0.002919959144429762,0.02437578874952221,0.4905842099228583,0.49119809879945747,0.009415790077141717,0.008801901200542528,,1,310.0
118,1,1,0,1,0.5,0.096,313.418,264.068,90.9497,91.6513,1.77666,182.601,-0.002994261362976157,0.024269431544750576,0.4919382794066021,0.4925456746882905,0.00806172059339788,0.007454325311709475,,1,410.0
119,1,1,0,1,0.5,0.096,313.264,264.298,91.4313,91.6558,1.12437,183.087,-0.0030670616654421613,0.02432498046150746,0.49063244117782784,0.4912446476836435,0.009367558822172162,0.00875535231635649,,1,320.0
120,1,1,0,1,0.5,0.096,313.303,264.104,91.3881,91.7127,1.17552,183.101,-0.0030463794252396773,0.02422193491695599,0.4905949271600098,0.4912019595989608,0.009405072839990203,0.008798040401039209,,1,240.0
121,1,1,0,1,0.5,0.096,313.258,264.185,91.4537,91.6429,1.14699,183.097,-0.003070040028732375,0.02426471261470323,0.49060564486542624,0.49121492261318045,0.009394355134573762,0.00878507738681955,,1,330.0
122,1,1,0,1,0.5,0.096,313.33,264.031,91.4305,91.6217,1.10652,183.052,-0.0030330349799008558,0.024190333526998006,0.4907262513270817,0.4913314820758658,0.009273748672918303,0.0086685179241342,,1,250.0
123,1,1,0,1,0.5,0.096,313.307,264.309,91.428,91.6463,1.10972,183.074,-0.0030447311968974746,0.02433244594356635,0.4906672807603753,0.4912796746481976,0.009332719239624698,0.008720325351802394,,1,320.0
124,1,1,0,1,0.5,0.096,313.591,264.366,91.4197,91.6902,1.16174,183.11,-0.002895238485832609,0.024357390449672403,0.49057081403486946,0.49118366061814606,0.009429185965130538,0.008816339381853944,,1,380.0
125,1,1,0,1,0.5,0.096,313.241,264.222,91.4366,91.667,1.20427,183.104,-0.003078835629701215,0.024283082960138928,0.49058688918824794,0.4911971530763243,0.009413110811752057,0.008802846923675722,,1,300.0
126,1,1,0,1,0.5,0.096,313.311,264.184,91.4141,91.6584,1.12873,183.072,-0.003042666924165421,0.02426750450435848,0.4906726411353181,0.49128180340369737,0.00932735886468189,0.00871819659630263,,1,490.0
127,1,1,0,1,0.5,0.096,313.3,264.134,91.4392,91.6182,1.07912,183.057,-0.0030486849404328096,0.024243407982222447,0.4907128476809134,0.491320807812543,0.009287152319086611,0.008679192187456997,,1,410.0
128,1,1,0,1,0.5,0.096,313.437,264.078,91.4398,91.6279,1.16126,183.068,-0.0029766595972032725,0.024212737777367117,0.49068336223657305,0.49128940467795673,0.00931663776342695,0.008710595322043269,,1,300.0
129,1,1,0,1,0.5,0.096,313.301,264.138,91.434,91.6722,1.14096,183.106,-0.0030473448119712684,0.02423900658073088,0.49058153068673316,0.49118942781920893,0.009418469313266842,0.008810572180791065,,1,300.0
130,1,1,0,1,0.5,0.096,313.33,264.232,91.4293,91.6728,1.1719,183.102,-0.0030322067434588994,0.02428856392752306,0.49059224780682326,0.49120248597044774,0.009407752193176744,0.008797514029552256,,1,380.0
131,1,1,0,1,0.5,0.096,313.301,264.129,91.4322,91.6423,1.15509,183.074,-0.003047877465619427,0.024238548510655104,0.4906672807603753,0.4912750524906896,0.009332719239624698,0.00872494750931041,,1,310.0
132,1,1,0,1,0.5,0.096,313.39,264.101,91.4479,91.6379,0.952922,183.086,-0.0030010111048404094,0.024222354534220784,0.49063512097006295,0.49124184518029523,0.009364879029937045,0.008758154819704767,,1,310.0
133,1,1,0,1,0.5,0.096,313.259,264.17,91.4283,91.6787,1.17088,183.107,-0.003069348081399447,0.02425556407307341,0.4905788514798722,0.4911877062849377,0.00942114852012782,0.008812293715062314,,1,370.0
