test_name,marker_type,stag_library_hd,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps
stag_dist_1.0m_angle_0deg,stag,21,1.0,0.097,,500,481,96.2,481,96.2,481,0,0.9850956490923977,0.9858640346510786,1.4904350907602262,1.413596534892132,0.1799784803959318,0.18020352440281834,0.18701444214244767,7.589417983988824,14.868230869026032,22.83894598601546,43.784857699313754
