frame,detected,pose_success,marker_id,status,real_distance_m,real_cctag_diameter_m,center_x_px,center_y_px,ellipse_a_px,ellipse_b_px,ellipse_angle_rad,apparent_diameter_px,estimated_x_m,estimated_y_m,estimated_z_m,estimated_distance_m,z_error_m,distance_error_m,reprojection_error_px,candidate_count,total_time_ms
44,1,1,0,1,2.5,0.096,299.417,224.304,18.536,18.6751,1.17962,37.2111,-0.05081416886737593,0.017041178775528767,2.4140222072963433,2.4146170915595815,0.08597779270365669,0.08538290844041851,,1,40.0
45,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
46,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,110.0
47,1,1,0,1,2.5,0.096,299.384,224.21,18.5235,18.6325,0.850958,37.156,-0.05097478520671785,0.016824844284854788,2.4176020496804003,2.4181979188500997,0.08239795031959973,0.08180208114990029,,1,50.0
48,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
49,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,70.0
50,1,1,0,1,2.5,0.096,299.428,224.308,18.5604,18.649,1.39596,37.2094,-0.05078811050811918,0.01705222367207467,2.4141324976464267,2.414726884493094,0.08586750235357332,0.0852731155069062,,1,100.0
51,1,1,0,1,2.5,0.096,299.42,224.257,18.5604,18.649,1.39601,37.2094,-0.05080875045393928,0.016921327967961627,2.4141324976464267,2.41472639788765,0.08586750235357332,0.08527360211235013,,1,40.0
52,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
53,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
54,1,1,0,1,2.5,0.096,299.435,224.203,18.5343,18.657,1.32403,37.1914,-0.050794622389606456,0.01679085507136685,2.4153008963880076,2.415893301983853,0.0846991036119924,0.0841066980161469,,1,120.0
55,1,1,0,1,2.5,0.096,299.413,224.217,18.5235,18.6325,0.850928,37.156,-0.050899857873312755,0.016842836182444178,2.4176020496804003,2.4181964658151878,0.08239795031959973,0.08180353418481223,,1,60.0
56,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,70.0
57,1,1,0,1,2.5,0.096,299.452,224.276,18.5581,18.6333,1.202,37.1915,-0.05075060481940256,0.016978260617258132,2.4152944021597667,2.415887194040199,0.08470559784023335,0.08411280595980086,,1,60.0
58,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,80.0
59,1,1,0,1,2.5,0.096,299.418,224.257,18.5545,18.6366,1.18713,37.1911,-0.05083891358795006,0.016929654161642747,2.4153203792822735,2.4159146803852782,0.0846796207177265,0.08408531961472177,,1,70.0
60,1,1,0,1,2.5,0.096,299.482,224.327,18.5876,18.6406,1.41205,37.2282,-0.05062321356232123,0.01709235284970478,2.4129133763632127,2.413504882967887,0.08708662363678732,0.0864951170321131,,1,30.0
61,1,1,0,1,2.5,0.096,299.487,224.355,18.5719,18.6586,1.07235,37.2305,-0.05060719354133863,0.017163120509977092,2.4127643130746286,2.4133560224695927,0.08723568692537143,0.08664397753040731,,1,30.0
62,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,20.0
63,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,50.0
64,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,90.0
65,1,1,0,1,2.5,0.096,299.434,224.293,18.5543,18.6374,1.14301,37.1917,-0.05079679388521653,0.0170218219822603,2.415281413808053,2.4158754861497393,0.08471858619194705,0.08412451385026065,,1,50.0
66,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
67,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,140.0
68,1,1,0,1,2.5,0.096,299.429,224.356,18.5797,18.6302,1.05816,37.2099,-0.05078484809528681,0.01717518883789279,2.4141000582620475,2.4146952559709267,0.08589994173795246,0.08530474402907329,,1,50.0
69,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,80.0
70,1,1,0,1,2.5,0.096,299.355,224.366,18.5369,18.7096,1.13863,37.2465,-0.050925674067115255,0.01718395202403321,2.411727860548641,2.4123266747753878,0.08827213945135881,0.08767332522461224,,1,50.0
71,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,50.0
72,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,60.0
73,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,70.0
74,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,70.0
75,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,0.0
76,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,90.0
77,1,1,0,1,2.5,0.096,299.389,224.22,18.5383,18.6355,1.00843,37.1738,-0.05093746453525895,0.01684247841684487,2.4164444247810275,2.41703991535676,0.0835555752189725,0.0829600846432399,,1,40.0
78,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,70.0
79,1,1,0,1,2.5,0.096,299.487,224.305,18.5797,18.6302,1.05818,37.2099,-0.05063521049884058,0.01704429489266253,2.4141000582620475,2.4146911860176803,0.08589994173795246,0.08530881398231971,,1,40.0
80,0,0,,,2.5,0.096,,,,,,,,,,,,,,1,40.0
81,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
82,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,180.0
83,1,1,0,1,2.5,0.096,299.439,224.301,18.5488,18.6472,1.26473,37.1959,-0.0507781534830669,0.017040440063471076,2.41500869068701,2.4156025694560133,0.08499130931298993,0.08439743054398674,,1,40.0
84,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
85,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
86,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
87,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
88,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
89,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
90,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,50.0
91,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
92,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
93,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
94,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
95,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
96,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,50.0
97,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
98,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,90.0
99,1,1,0,1,2.5,0.096,299.444,224.291,18.5551,18.6553,1.36477,37.2104,-0.050745466835637576,0.017008134678284045,2.4140676197494506,2.4146608150571334,0.08593238025054939,0.08533918494286663,,1,40.0
100,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,80.0
101,1,1,0,1,2.5,0.096,299.431,224.29,18.5164,18.7125,1.36692,37.2289,-0.05075377244938237,0.016997117659678786,2.4128680073256246,2.413461594515668,0.08713199267437544,0.08653840548433189,,1,40.0
102,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,50.0
103,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,80.0
104,1,1,0,1,2.5,0.096,299.475,224.304,18.5501,18.6821,1.53323,37.2322,-0.05063582380683408,0.01703152130505526,2.4126541476980936,2.4132455523165013,0.08734585230190639,0.08675444768349871,,1,40.0
105,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,70.0
106,1,1,0,1,2.5,0.096,299.485,224.269,18.5449,18.6489,1.44161,37.1939,-0.0506621547926087,0.01695919150183026,2.4151385511582535,2.4157293907628423,0.08486144884174651,0.08427060923715768,,1,40.0
107,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
108,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
109,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
110,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
111,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
112,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
113,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
114,1,1,0,1,2.5,0.096,299.468,224.279,18.5556,18.6237,1.33319,37.1793,-0.05072594479026792,0.01699153783755928,2.4160869558578284,2.416679128907952,0.0839130441421716,0.08332087109204789,,1,30.0
115,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
116,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,60.0
117,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,60.0
118,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,80.0
119,1,1,0,1,2.5,0.096,299.442,224.291,18.5678,18.6283,1.03496,37.1961,-0.0507701377063942,0.017014673437075946,2.414995705407958,2.415589237253258,0.08500429459204195,0.08441076274674186,,1,50.0
120,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,80.0
121,1,1,0,1,2.5,0.096,299.493,224.315,18.5154,18.6449,1.21644,37.1603,-0.05068729582755818,0.01709274463474532,2.4173222971269057,2.4179140704467477,0.08267770287309428,0.08208592955325233,,1,30.0
122,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
123,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
124,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
125,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
126,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
127,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
128,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
129,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
130,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,90.0
131,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
132,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,50.0
133,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,60.0
134,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,130.0
135,1,1,0,1,2.5,0.096,299.449,224.254,18.5678,18.6283,1.03493,37.1961,-0.05075207129620602,0.01691967593145133,2.414995705407958,2.41558819034068,0.08500429459204195,0.08441180965931983,,1,40.0
136,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
137,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
138,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
139,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
140,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,50.0
141,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,50.0
142,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
143,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
144,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,50.0
145,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,80.0
146,1,1,0,1,2.5,0.096,299.491,224.29,18.5842,18.6802,1.30516,37.2644,-0.05055085065480221,0.01698092532391279,2.4105693841286846,2.411159160243331,0.0894306158713154,0.0888408397566689,,1,40.0
147,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,80.0
148,1,1,0,1,2.5,0.096,299.43,224.268,18.5917,18.6548,1.4001,37.2466,-0.05073223110675362,0.016932632020305736,2.4117213855204223,2.4123143482300873,0.08827861447957774,0.08768565176991272,,1,50.0
149,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,70.0
150,1,1,0,1,2.5,0.096,299.5,224.269,18.583,18.6322,1.6868,37.2152,-0.05059446460426949,0.01694948496313131,2.413756254377914,2.414345944647868,0.08624374562208592,0.08565405535213211,,1,80.0
151,1,1,0,1,2.5,0.096,299.432,224.281,18.5829,18.649,1.95455,37.232,-0.05074696817632167,0.01697261723003807,2.41266710780847,2.4132604288836323,0.08733289219152995,0.08673957111636765,,1,40.0
152,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,90.0
153,1,1,0,1,2.5,0.096,299.429,224.321,18.5634,18.6503,1.76868,37.2137,-0.050779662305570586,0.017083615023632506,2.413853547428096,2.4144480471605405,0.08614645257190379,0.08555195283945949,,1,60.0
154,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
155,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
156,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
157,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,70.0
158,1,1,0,1,2.5,0.096,299.453,224.259,18.5374,18.6581,1.74642,37.1955,-0.050742566147539685,0.016932786570307657,2.415034661664044,2.415627029224304,0.0849653383359561,0.08437297077569594,,1,40.0
159,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,70.0
160,1,1,0,1,2.5,0.096,299.484,224.298,18.532,18.6458,1.59153,37.1778,-0.050686676434345546,0.017041029904395957,2.416184436893118,2.4167761106384424,0.08381556310688199,0.08322388936155756,,1,50.0
161,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
162,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
163,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
164,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
165,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,80.0
166,1,1,0,1,2.5,0.096,299.454,224.27,18.5213,18.66,1.84538,37.1813,-0.05075936342034327,0.01696750715527239,2.415956993379063,2.4165497311520623,0.084043006620937,0.08345026884793771,,1,50.0
167,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,110.0
168,1,1,0,1,2.5,0.096,299.498,224.236,18.5685,18.6439,1.33856,37.2124,-0.050603431091270946,0.016866069913538968,2.413937874416188,2.4145271241163315,0.08606212558381188,0.08547287588366848,,1,40.0
169,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
170,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
171,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
172,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,50.0
173,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,70.0
174,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,50.0
175,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,50.0
176,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
177,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
178,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
179,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
180,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
181,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,80.0
182,1,1,0,1,2.5,0.096,299.485,224.34,18.5107,18.6707,1.61623,37.1814,-0.0506791868821725,0.017147257587412992,2.415950495622138,2.4165428209991773,0.08404950437786196,0.08345717900082272,,1,40.0
183,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
184,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,70.0
185,1,1,0,1,2.5,0.096,299.506,224.21,18.532,18.6287,1.44603,37.1607,-0.050653166359643724,0.01682271631718629,2.417296276924949,2.4178854475515927,0.08270372307505092,0.08211455244840726,,1,80.0
186,1,1,0,1,2.5,0.096,299.477,224.31,18.6016,18.6151,2.37105,37.2168,-0.05065161752597785,0.017053965238508013,2.413652483768754,2.414244133572955,0.08634751623124615,0.08575586642704502,,1,90.0
187,1,1,0,1,2.5,0.096,299.52,224.276,18.5695,18.6628,1.26098,37.2323,-0.050519659519847326,0.01695965545364524,2.412647667695118,2.4132361331510435,0.08735233230488193,0.08676386684895654,,1,60.0
188,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,60.0
189,0,0,,,2.5,0.096,,,,,,,,,,,,,,1,40.0
190,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
191,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
192,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
193,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
194,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,80.0
195,1,1,0,1,2.5,0.096,299.51,224.251,18.5669,18.6342,1.90971,37.2012,-0.05058769929843153,0.016909654928783078,2.4146646279669732,2.415253675559774,0.08533537203302677,0.08474632444022578,,1,40.0
196,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
197,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,90.0
198,1,1,0,1,2.5,0.096,299.485,224.241,18.5435,18.6178,1.34735,37.1612,-0.050706734958526865,0.016902157223464307,2.4172637524602263,2.4178546078801046,0.08273624753977371,0.08214539211989536,,1,50.0
199,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
200,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,50.0
201,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,120.0
202,1,1,0,1,2.5,0.096,299.493,224.349,18.5761,18.6227,2.03873,37.1987,-0.050634971629137854,0.017162388798325632,2.414826909486755,2.4154186905632944,0.08517309051324506,0.08458130943670561,,1,40.0
203,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,120.0
204,1,1,0,1,2.5,0.096,299.519,224.298,18.5977,18.6706,1.06497,37.2683,-0.05047343504106195,0.01699964853721935,2.410317126295671,2.4109054740925564,0.08968287370432915,0.0890945259074436,,1,120.0
205,1,1,0,1,2.5,0.096,299.515,224.353,18.6025,18.6468,0.862982,37.2493,-0.0505094892827734,0.01714933048840905,2.4115465729000265,2.412136435052891,0.0884534270999735,0.08786356494710912,,1,80.0
206,1,1,0,1,2.5,0.096,299.467,224.247,18.5951,18.6348,1.62574,37.2299,-0.05065958058283292,0.01688635883972367,2.4128031973742865,2.413394043971948,0.0871968026257135,0.08660595602805188,,1,40.0
207,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,70.0
208,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,50.0
209,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,80.0
210,1,1,0,1,2.5,0.096,299.409,224.337,18.5665,18.6136,1.73545,37.1801,-0.05087719288384944,0.017140151325128836,2.4160349691884893,2.4166313839484936,0.08396503081151074,0.08336861605150636,,1,50.0
211,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,80.0
212,1,1,0,1,2.5,0.096,299.442,224.281,18.5894,18.6425,1.66466,37.2319,-0.05072132013517465,0.01697266281626179,2.412673587915872,2.413266368519268,0.08732641208412817,0.08673363148073188,,1,40.0
213,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,50.0
214,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,80.0
215,1,1,0,1,2.5,0.096,299.453,224.245,18.5321,18.6468,1.88341,37.1789,-0.050765222186261894,0.016904385255675086,2.416112950031468,2.4167053302656196,0.0838870499685318,0.08329466973438038,,1,40.0
216,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
217,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
218,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,50.0
219,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
220,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
221,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
222,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,90.0
223,1,1,0,1,2.5,0.096,299.523,224.283,18.5502,18.6482,1.51384,37.1984,-0.05055795730840057,0.01699308267811477,2.4148463847349606,2.4154353507750135,0.0851536152650394,0.08456464922498652,,1,40.0
224,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
225,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,80.0
226,1,1,0,1,2.5,0.096,299.616,224.236,18.5671,18.651,1.43043,37.2181,-0.05029131307457423,0.016863486853186418,2.4135681767184503,2.4141509764361544,0.08643182328154975,0.0858490235638456,,1,80.0
227,1,1,0,1,2.5,0.096,299.476,224.336,18.5324,18.6127,1.56554,37.1452,-0.05075183655333152,0.01715368444081659,2.418304969630664,2.4188982872257774,0.08169503036933579,0.08110171277422262,,1,90.0
228,1,1,0,1,2.5,0.096,299.514,224.266,18.553,18.6443,1.45629,37.1972,-0.05058281588777674,0.016949984671499732,2.4149242888691878,2.415513453536091,0.08507571113081225,0.08448654646390885,,1,80.0
229,1,1,0,1,2.5,0.096,299.5,224.31,18.5723,18.6628,1.43335,37.2351,-0.05056742479920317,0.017045583696257156,2.4124662417430045,2.4130563573866204,0.0875337582569955,0.08694364261337961,,1,70.0
230,1,1,0,1,2.5,0.096,299.477,224.335,18.5314,18.6299,1.72996,37.1613,-0.050727265169431976,0.01714368276402106,2.4172572476723087,2.417850235790999,0.08274275232769135,0.08214976420900122,,1,80.0
231,1,1,0,1,2.5,0.096,299.529,224.317,18.6025,18.6468,0.862974,37.2493,-0.05047340806782437,0.017057032492834398,2.4115465729000265,2.412135025355195,0.0884534270999735,0.08786497464480503,,1,40.0
232,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
233,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
234,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,90.0
235,1,1,0,1,2.5,0.096,299.455,224.282,18.5873,18.6465,1.45822,37.2338,-0.05068521394917552,0.01697436162038745,2.412550471827344,2.413142535984941,0.08744952817265617,0.086857464015059,,1,70.0
236,1,1,0,1,2.5,0.096,299.486,224.338,18.5154,18.6319,1.85234,37.1472,-0.0507232609494339,0.017157902648808728,2.4181747684327477,2.418767548465421,0.0818252315672523,0.08123245153457903,,1,110.0
237,1,1,0,1,2.5,0.096,299.444,224.332,18.608,18.662,1.59173,37.2701,-0.05066418172048931,0.017085949201139816,2.410200717409531,2.410793704814024,0.08979928259046899,0.089206295185976,,1,70.0
238,1,1,0,1,2.5,0.096,299.548,224.307,18.5437,18.6371,3.85012,37.1809,-0.05051720424037099,0.017062726037059092,2.415982984756285,2.4165713122471613,0.08401701524371497,0.08342868775283874,,1,30.0
239,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
240,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,30.0
241,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
242,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
243,1,1,0,1,2.5,0.096,299.447,224.298,18.5852,18.6132,1.20014,37.1984,-0.050754094776678825,0.0170315927991433,2.4148463847349606,2.4154397353602897,0.0851536152650394,0.08456026463971034,,1,110.0
244,1,1,0,1,2.5,0.096,299.457,224.255,18.5505,18.6345,2.07435,37.185,-0.050746567678924576,0.01692729484755309,2.4157165996483783,2.416308845586336,0.08428340035162174,0.08369115441366404,,1,90.0
245,1,1,0,1,2.5,0.096,299.463,224.303,18.5574,18.6583,1.42624,37.2157,-0.05068922844769299,0.01703650627400999,2.4137238251040545,2.414316123522683,0.08627617489594552,0.0856838764773169,,1,40.0
246,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,70.0
247,1,1,0,1,2.5,0.096,299.497,224.201,18.5161,18.63,1.10091,37.1461,-0.05069633471995199,0.01680618975656727,2.418246377356572,2.4188361060572823,0.08175362264342789,0.08116389394271772,,1,40.0
248,0,0,,,2.5,0.096,,,,,,,,,,,,,,0,40.0
