test_name,marker_type,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps
apriltag_dist_2.0m_angle_0deg,apriltag_16h5,2.0,0.097,0,500,489,97.8,489,97.8,489,0,2.011447384523616,2.0125204724638976,1.604038853530082,1.6633375281826321,1.1705319876560483,1.171894761834374,0.05865175202336535,4.495776679988921,0.3253784253615544,5.499307424008293,181.8410797756652
