frame,detected,pose_success,marker_id,real_distance_m,tvec_x_m,tvec_y_m,tvec_z_m,estimated_distance_m,z_error_m,distance_error_m,reprojection_error_px,detection_time_ms,pose_time_ms,total_time_ms
1,0,0,,1.0,,,,,,,,11.550745000022289,0.0,11.566824000510678
2,0,0,,1.0,,,,,,,,4.8868839994611335,0.0,4.8996739997164696
3,0,0,,1.0,,,,,,,,5.471505999594228,0.0,5.48130700008187
4,0,0,,1.0,,,,,,,,7.082755999363144,0.0,7.095394999851123
5,0,0,,1.0,,,,,,,,4.869319000135874,0.0,4.885480999291758
6,0,0,,1.0,,,,,,,,7.712225000432227,0.0,7.722954999735521
7,0,0,,1.0,,,,,,,,3.9148480000221753,0.0,3.9250980007636826
8,0,0,,1.0,,,,,,,,5.16263700046693,0.0,5.177667999305413
9,0,0,,1.0,,,,,,,,42.825966000236804,0.0,42.837812000470876
10,0,0,,1.0,,,,,,,,11.226432000512432,0.0,11.24242200057779
11,0,0,,1.0,,,,,,,,7.048972000120557,0.0,7.059753000248747
12,0,0,,1.0,,,,,,,,31.389963000037824,0.0,31.40041200003907
13,0,0,,1.0,,,,,,,,4.307151999455527,0.0,4.322504999436205
14,0,0,,1.0,,,,,,,,13.080661999993026,0.0,13.094987999465957
15,0,0,,1.0,,,,,,,,6.18614199993317,0.0,6.197106000399799
16,0,0,,1.0,,,,,,,,6.024303000231157,0.0,6.03528300052858
17,0,0,,1.0,,,,,,,,3.924161000213644,0.0,3.935529999580467
18,0,0,,1.0,,,,,,,,5.552437999540416,0.0,5.565947999457421
19,0,0,,1.0,,,,,,,,4.1277190002801945,0.0,4.136941000069783
20,1,1,0,1.0,-0.027237114179861615,-0.028011676636517328,0.9874218701602522,0.988194547691701,0.01257812983974782,0.011805452308298992,0.11227786540985107,7.8265580004881485,13.859867000064696,22.77211599994189
21,1,1,0,1.0,-0.0271365348170877,-0.027879687666213,0.9848069847327654,0.9855751953477145,0.0151930152672346,0.014424804652285461,0.18208244442939758,6.062484000722179,13.438261000374041,20.987996000258136
22,1,1,0,1.0,-0.027111924954195104,-0.02770198338588529,0.9838753759758511,0.9846386199057277,0.016124624024148937,0.015361380094272348,0.31831738352775574,6.479792999925849,10.632744000758976,17.93093800006318
23,1,1,0,1.0,-0.027187247658523914,-0.02796960607948413,0.9863045076049589,0.9870754920579012,0.013695492395041087,0.012924507942098762,0.13049975037574768,7.882007000262092,13.972348000606871,22.85041300001467
24,1,1,0,1.0,-0.027154968526471365,-0.027880288528428516,0.9846735960729189,0.9854424354609842,0.015326403927081067,0.0145575645390158,0.17004799842834473,10.050412000055076,14.759802999833482,25.693073999718763
25,1,1,0,1.0,-0.027164714074059744,-0.027874035151827212,0.9855231583406743,0.9862914270904662,0.014476841659325723,0.013708572909533756,0.2142125815153122,6.3337580004372285,14.616183999351051,21.810657999594696
26,1,1,0,1.0,-0.027043165204530963,-0.027807739724748884,0.9816247080365572,0.9823907932186331,0.018375291963442786,0.017609206781366904,0.18635594844818115,9.037959000124829,13.945128999694134,23.795308000444493
27,1,1,0,1.0,-0.027237180172327454,-0.028012859542007086,0.9874222652205318,0.9881949777937076,0.01257773477946822,0.011805022206292426,0.11194503307342529,4.98878300004435,14.13820899961138,19.995488999484223
28,1,1,0,1.0,-0.02714665542649034,-0.02798885257341113,0.9858962765743343,0.9866670081300768,0.014103723425665682,0.013332991869923205,0.121858149766922,5.736936999710451,12.759160999848973,19.329693999679876
29,1,1,0,1.0,-0.02713327559710492,-0.027874834357010908,0.9848558907420428,0.9856238362399531,0.015144109257957172,0.014376163760046912,0.22843925654888153,6.546300000081828,19.690827999511384,27.04575699954148
30,1,1,0,1.0,-0.0271485351242014,-0.027822836412655056,0.9846313631458954,0.9853984343786931,0.015368636854104611,0.014601565621306878,0.2114056646823883,5.72105300034309,12.386268000227574,19.358126999577507
31,1,1,0,1.0,-0.027147687135692655,-0.02790773993257489,0.9848953573654976,0.9856646000669157,0.015104642634502397,0.014335399933084303,0.15088209509849548,4.9145379998662975,14.600315000279807,20.318391000728298
32,1,1,0,1.0,-0.027190313207317234,-0.027990127316153707,0.9868050059782973,0.9875762655022213,0.013194994021702655,0.012423734497778671,0.1613854616880417,7.611574999828008,15.89203000003181,24.767883000095026
33,1,1,0,1.0,-0.027134454914752196,-0.02780897457457998,0.9847288398710484,0.9854950561946981,0.015271160128951577,0.014504943805301873,0.2324710488319397,5.703574000108347,11.609380000663805,18.291764000423427
34,1,1,0,1.0,-0.027155741329715703,-0.02790669294316447,0.9853269735680746,0.9860960717085389,0.014673026431925362,0.013903928291461143,0.16654963791370392,6.3933469991752645,12.037501000122575,19.468221999886737
35,1,1,0,1.0,-0.027129260898954444,-0.02784755790363321,0.9842770411858103,0.9850445558875056,0.015722958814189725,0.014955444112494387,0.1841408610343933,8.249601999523293,11.459835000096064,20.550158000332885
36,1,1,0,1.0,-0.027154676561185247,-0.027886313671690047,0.9851380708634099,0.9859067104010497,0.014861929136590124,0.014093289598950287,0.19822260737419128,8.706602000529529,14.639071000601689,24.291093000101682
37,1,1,0,1.0,-0.027300384823566608,-0.028035234010629333,0.9906582403839574,0.9914308017195069,0.009341759616042555,0.008569198280493073,0.17922554910182953,6.294593999882636,13.12779500040051,20.627051000701613
38,1,1,0,1.0,-0.027143641243424645,-0.027898336947197604,0.9851336996427464,0.9859023788571443,0.014866300357253559,0.014097621142855732,0.21244633197784424,6.672648999483499,17.469493000135117,24.962769000012486
39,1,1,0,1.0,-0.027171861559810037,-0.02793803815338879,0.985900127373316,0.9866701096066539,0.014099872626683996,0.013329890393346089,0.16118451952934265,5.895252000300388,15.063935000398487,21.76313499967364
40,1,1,0,1.0,-0.027125159282851363,-0.02787666330052157,0.9844662144360056,0.9852342919269761,0.015533785563994429,0.014765708073023909,0.19817306101322174,9.435762000066461,15.102558999387838,25.365658000737312
41,1,1,0,1.0,-0.027122495892176895,-0.027889456930282427,0.9847675847392232,0.9855357160166295,0.015232415260776788,0.014464283983370518,0.18695351481437683,9.098809000533947,12.46338700002525,22.357478000230913
42,1,1,0,1.0,-0.02713323356365134,-0.02785674565892147,0.9850275751279164,0.9857948744057805,0.014972424872083612,0.014205125594219492,0.2058168649673462,6.4637790001143,10.819575000823534,18.083475000821636
43,1,1,0,1.0,-0.027204994670021514,-0.028056937083621877,0.9873744330561847,0.9881475469313945,0.012625566943815336,0.011852453068605495,0.12179874628782272,9.268335000342631,14.087202999689907,24.21080699969025
44,1,1,0,1.0,-0.02714824840064349,-0.027835530387095714,0.9848108124050018,0.9855780945074589,0.01518918759499821,0.014421905492541076,0.23138681054115295,6.3367479997396,10.981086999890977,18.16221500030224
45,1,1,0,1.0,-0.02714482072175681,-0.027865571060255046,0.9852158804858572,0.9859836015391195,0.014784119514142824,0.014016398460880541,0.22516947984695435,8.139685999594803,13.610727000013867,22.57755200025713
46,1,1,0,1.0,-0.02705953923742564,-0.02780798830742313,0.9816158022628317,0.9823823523097055,0.018384197737168262,0.017617647690294502,0.15670450031757355,7.086277000780683,11.996948999694723,19.9224170000889
47,1,1,0,1.0,-0.027149872731330967,-0.02791765844428747,0.9853451102057105,0.986114342989008,0.014654889794289527,0.01388565701099198,0.21679237484931946,8.881183000085002,14.306068999758281,23.977538000508503
48,1,1,0,1.0,-0.027160697706423372,-0.02788664820877943,0.9854729896177833,0.986241543393114,0.01452701038221671,0.013758456606886016,0.17897605895996094,6.106343999817909,12.735532999613497,19.87376699980814
49,1,1,0,1.0,-0.02704037243069213,-0.027780160867835062,0.9809643985997982,0.98173014133177,0.019035601400201774,0.018269858668230055,0.18425694108009338,9.559169000567636,11.976767999840376,22.375466000084998
50,1,1,0,1.0,-0.027103730117173045,-0.027775487454582897,0.9843265345599368,0.9850912731967422,0.015673465440063206,0.014908726803257832,0.2990013659000397,6.430901000385347,17.83621199956542,25.231573000382923
51,1,1,0,1.0,-0.027306595613462763,-0.02818630992080321,0.9897948671477806,0.9905725603220803,0.010205132852219356,0.009427439677919702,0.02656644396483898,7.915483999568096,7.496134000575694,16.383203000259527
