test_name,marker_type,stag_library_hd,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps
stag_dist_1.5m_angle_0deg,stag,21,1.5,0.097,,500,481,96.2,481,96.2,481,0,1.4882766786055763,1.4887012876144379,1.1723321394423716,1.1298712385562177,0.9447521880322342,0.9450866213595758,0.0934945728800215,8.622112039998683,11.115640004166016,20.262079508023817,49.35327588681104
