test_name,marker_type,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps
aruco_dist_0.5m_angle_0deg,aruco,0.5,0.097,0,500,483,96.6,483,96.6,483,0,0.4960552188571508,0.49805976444307315,0.3944781142849107,0.19402355569267782,0.07094996031985486,0.07056152387342024,0.3472065014097508,9.971621765997043,15.466737662539892,26.683354934009913,37.476546801295434
