test_name,marker_type,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps,mean_apparent_diameter_px,mean_ellipse_a_px,mean_ellipse_b_px,fx_px,fy_px,cx_px,cy_px,elapsed_script_time_s
cctag_dist_0.5m_angle_0deg,cctag_3rings_distance_only,0.5,0.096,0,500,490,98.0,490,98.0,490,10,0.49042454265692154,0.49103400784243006,0.9575457343078486,0.8965992157569893,0.029940989880544742,0.029931821097416773,,347.62,,347.62,2.876704447385076,183.16468163265307,91.45551326530611,91.70916775510206,935.7127266450516,940.6019717317382,319.11336582438344,217.66405844998107,199.25692314699995
