test_name,marker_type,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps
jumarker_uco_dist_1.0m_angle_0deg,jumarker_uco,1.0,0.096,1,500,495,99.0,495,99.0,495,0,1.008818525252525,1.0092427474747474,0.8818525252525254,0.9242747474747475,0.31636231062585884,0.3164429213833402,,30.847823400000003,0.0,30.847823400000003,32.417198031547336
