test_name,marker_type,stag_library_hd,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps
stag_dist_2.5m_angle_0deg,stag,21,2.5,0.097,,500,480,96.0,480,96.0,480,0,2.4330799372395355,2.43479600775608,6.692006276046447,6.52077990658593,3.9068078798679537,3.9097094490575057,0.08176915843699438,9.12654450998889,9.679634481238963,19.363216562029265,51.64431213153772
