test_name,marker_type,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps,mean_apparent_diameter_px,mean_ellipse_a_px,mean_ellipse_b_px,fx_px,fy_px,cx_px,cy_px,elapsed_script_time_s
cctag_dist_2.5m_angle_0deg,cctag_3rings_distance_only,2.5,0.096,0,500,194,38.800000000000004,194,38.800000000000004,194,306,2.4129771372245052,2.413565106785241,8.702286277549476,8.643489321475915,0.2314394995914171,0.23175295029477005,,58.84,,58.84,16.995241332426918,37.227250515463915,18.578802577319586,18.648441237113403,935.7127266450516,940.6019717317382,319.11336582438344,217.66405844998107,59.37228726700005
