test_name,marker_type,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps
apriltag_dist_2.5m_angle_0deg,apriltag_36h11,2.5,0.097,0,500,482,96.39999999999999,482,96.39999999999999,482,0,2.518152560378229,2.5239650422322124,2.0926620171304937,2.532672659350224,1.1655673991752367,1.1673696987170077,0.15951069359014514,10.530231043985623,13.225212560173457,24.188713896031913,41.341594443516364
