frame,detected,pose_success,marker_id,real_distance_m,tvec_x_m,tvec_y_m,tvec_z_m,estimated_distance_m,z_error_m,distance_error_m,reprojection_error_px,detection_time_ms,pose_time_ms,total_time_ms
1,0,0,,1.5,,,,,,,,5.472988000292389,0.0,5.601716999990458
2,0,0,,1.5,,,,,,,,4.023118999612052,0.0,4.035830000248097
3,0,0,,1.5,,,,,,,,1.746631000060006,0.0,1.7535940005473094
4,0,0,,1.5,,,,,,,,1.4567900007023127,0.0,1.4639260007243138
5,0,0,,1.5,,,,,,,,4.799845999514218,0.0,4.808530999980576
6,0,0,,1.5,,,,,,,,1.1832480004159152,0.0,1.1892239999724552
7,0,0,,1.5,,,,,,,,1.845665000473673,0.0,1.8536380002842634
8,0,0,,1.5,,,,,,,,1.6594899998381152,0.0,1.6684510001141462
9,0,0,,1.5,,,,,,,,1.6259189997072099,0.0,1.6398059997300152
10,0,0,,1.5,,,,,,,,30.574757999602298,0.0,30.58437499930733
11,0,0,,1.5,,,,,,,,33.23738500057516,0.0,33.24637999958213
12,0,0,,1.5,,,,,,,,1.043021000441513,0.0,1.0515869998926064
13,0,0,,1.5,,,,,,,,1.3558250002461136,0.0,1.3646170000356506
14,0,0,,1.5,,,,,,,,1.2826229994971072,0.0,1.2923160002173972
15,0,0,,1.5,,,,,,,,1.6059600002336083,0.0,1.613207000445982
16,0,0,,1.5,,,,,,,,1.1864460002470878,0.0,1.1945799997192807
17,0,0,,1.5,,,,,,,,1.5118110004550545,0.0,1.5204460005406872
18,0,0,,1.5,,,,,,,,1.755921999574639,0.0,1.7631880000408273
19,0,0,,1.5,,,,,,,,1.632379000511719,0.0,1.6397919998780708
20,1,1,0,1.5,-0.0622141775891213,-0.047715721457246514,1.5053290603175007,1.5073695544900878,0.005329060317500689,0.007369554490087804,0.20165643095970154,7.599930000651511,10.890554000070551,19.748697999602882
21,1,1,0,1.5,-0.0622141775891213,-0.047715721457246514,1.5053290603175007,1.5073695544900878,0.005329060317500689,0.007369554490087804,0.20165643095970154,8.220724000238988,18.451199000082852,27.612016999228217
22,1,1,0,1.5,-0.0622141775891213,-0.047715721457246514,1.5053290603175007,1.5073695544900878,0.005329060317500689,0.007369554490087804,0.20165643095970154,19.367260999388236,13.977165000142122,34.266196000316995
23,1,1,0,1.5,-0.06194569136767683,-0.04718516434831753,1.4980932991497606,1.5001157426582161,0.0019067008502393623,0.00011574265821612251,0.10060017555952072,19.88954599983117,11.373135000212642,32.12992600037978
24,1,1,0,1.5,-0.06194569136767683,-0.04718516434831753,1.4980932991497606,1.5001157426582161,0.0019067008502393623,0.00011574265821612251,0.10060017555952072,14.100018000135606,15.263415999470453,30.44605800005229
25,1,1,0,1.5,-0.06194569136767683,-0.04718516434831753,1.4980932991497606,1.5001157426582161,0.0019067008502393623,0.00011574265821612251,0.10060017555952072,7.051812999634421,11.90412699997978,20.001445999696443
26,1,1,0,1.5,-0.0622141775891213,-0.047715721457246514,1.5053290603175007,1.5073695544900878,0.005329060317500689,0.007369554490087804,0.20165643095970154,10.219904000223323,12.418487999639183,24.089065000225673
27,1,1,0,1.5,-0.0622141775891213,-0.047715721457246514,1.5053290603175007,1.5073695544900878,0.005329060317500689,0.007369554490087804,0.20165643095970154,11.036456000510952,19.855986000038683,31.8162220000886
28,1,1,0,1.5,-0.0622141775891213,-0.047715721457246514,1.5053290603175007,1.5073695544900878,0.005329060317500689,0.007369554490087804,0.20165643095970154,25.384205000591464,11.959606999880634,38.15619000033621
