test_name,marker_type,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps
apriltag_dist_1.5m_angle_0deg,apriltag_16h5,1.5,0.097,0,500,491,98.2,491,98.2,491,0,1.5113626626529029,1.5115426493861859,1.1962469456822462,1.2097715561853135,0.534114773474491,0.5344329509064101,0.08024393152559361,3.9147899959989445,0.3804465702600942,4.956580749993009,201.7519839662474
