test_name,marker_type,real_distance_m,marker_size_m,expected_id,total_frames,detected_frames,detection_rate_percent,pose_success_frames,pose_success_rate_percent,correct_id_frames,wrong_id_frames,mean_estimated_z_m,mean_estimated_distance_m,mean_z_error_cm,mean_distance_error_cm,z_jitter_cm,distance_jitter_cm,mean_reprojection_error_px,avg_detection_time_ms,avg_pose_time_ms,avg_total_time_ms,fps
chilitag_dist_2.0m_angle_0deg,chilitag,2.0,0.097,0,500,489,97.8,489,97.8,489,0,2.010301651085324,2.010431061717203,1.030165108532402,1.0431061717203127,0.10892899534007952,0.10893000271014533,0.04289900837561348,6.033601612003622,27.53252403885039,34.977332530024796,28.58994462032211
